API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
17,Package,android.app.admin,Changes,Classes,DeviceAdminInfo,Changed
17,Package,android.app.admin,Changes,Classes,DevicePolicyManager,Changed
17,Package,android.appwidget,Changes,Classes,AppWidgetHost,Changed
17,Package,android.appwidget,Changes,Classes,AppWidgetManager,Changed
17,Package,android.appwidget,Changes,Classes,AppWidgetProviderInfo,Changed
17,Package,android.bluetooth,Changes,Classes,BluetoothA2dp,Changed
17,Package,android.content,Changes,Classes,ContentProviderClient,Changed
17,Package,android.content,Changes,Classes,Context,Changed
17,Package,android.content,Changes,Classes,ContextWrapper,Changed
17,Package,android.content,Changes,Classes,Intent,Changed
17,Package,android.content,Changes,Classes,IntentSender,Changed
17,Package,android.content.pm,Changes,Classes,ActivityInfo,Changed
17,Package,android.content.pm,Changes,Classes,ApplicationInfo,Changed
17,Package,android.content.pm,Changes,Classes,PackageManager,Changed
17,Package,android.content.pm,Changes,Classes,PermissionGroupInfo,Changed
17,Package,android.content.pm,Changes,Classes,PermissionInfo,Changed
17,Package,android.content.pm,Changes,Classes,ProviderInfo,Changed
17,Package,android.content.pm,Changes,Classes,ResolveInfo,Changed
17,Package,android.content.pm,Changes,Classes,ServiceInfo,Changed
17,Package,android.content.res,Changes,Classes,Configuration,Changed
17,Package,android.database,Changes,Classes,DatabaseUtils.InsertHelper,Changed
17,Package,android.graphics,Changes,Classes,Bitmap,Changed
17,Package,android.graphics,Changes,Classes,Paint,Changed
17,Package,android.hardware,Changes,Classes,Camera,Changed
17,Package,android.hardware,Changes,Classes,Camera.CameraInfo,Changed
17,Package,android.hardware,Changes,Classes,Camera.Parameters,Changed
17,Package,android.hardware,Changes,Classes,Sensor,Changed
17,Package,android.inputmethodservice,Changes,Classes,AbstractInputMethodService,Changed
17,Package,android.inputmethodservice,Changes,Classes,AbstractInputMethodService. AbstractInputMethodSessionImpl,Changed
17,Package,android.inputmethodservice,Changes,Classes,InputMethodService,Changed
17,Package,android.location,Changes,Classes,Location,Changed
17,Package,android.location,Changes,Classes,LocationProvider,Changed
17,Package,android.media,Changes,Classes,AudioManager,Changed
17,Package,android.media,Changes,Classes,MediaMetadataRetriever,Changed
17,Package,android.media,Changes,Classes,MediaPlayer,Changed
17,Package,android.media,Changes,Classes,MediaRecorder,Changed
17,Package,android.media,Changes,Classes,MediaRouter,Changed
17,Package,android.media,Changes,Classes,MediaRouter.Callback,Changed
17,Package,android.media,Changes,Classes,MediaRouter.RouteInfo,Changed
17,Package,android.net,Changes,Classes,ConnectivityManager,Changed
17,Package,android.net,Changes,Classes,LocalSocket,Changed
17,Package,android.net,Changes,Classes,SSLCertificateSocketFactory,Changed
17,Package,android.net.http,Changes,Classes,X509TrustManagerExtensions,Added
17,Package,android.net.wifi,Changes,Classes,ScanResult,Changed
17,Package,android.nfc.tech,Changes,Classes,NfcBarcode,Added
17,Package,android.opengl,Changes,Classes,EGL14,Added
17,Package,android.opengl,Changes,Classes,EGLConfig,Added
17,Package,android.opengl,Changes,Classes,EGLContext,Added
17,Package,android.opengl,Changes,Classes,EGLDisplay,Added
17,Package,android.opengl,Changes,Classes,EGLObjectHandle,Added
17,Package,android.opengl,Changes,Classes,EGLSurface,Added
17,Package,android.opengl,Changes,Classes,GLES20,Changed
17,Package,android.os,Changes,Classes,UserHandle,Added
17,Package,android.os,Changes,Classes,UserManager,Added
17,Package,android.os,Changes,Classes,BatteryManager,Changed
17,Package,android.os,Changes,Classes,Binder,Changed
17,Package,android.os,Changes,Classes,Build.VERSION_CODES,Changed
17,Package,android.os,Changes,Classes,PowerManager,Changed
17,Package,android.os,Changes,Classes,PowerManager.WakeLock,Changed
17,Package,android.os,Changes,Classes,Process,Changed
17,Package,android.os,Changes,Classes,RemoteCallbackList,Changed
17,Package,android.os,Changes,Classes,SystemClock,Changed
17,Package,android.provider,Changes,Classes,Settings.Global,Added
17,Package,android.provider,Changes,Interfaces,CalendarContract.CalendarColumns,Changed
17,Package,android.provider,Changes,Interfaces,CalendarContract.EventsColumns,Changed
17,Package,android.provider,Changes,Classes,CallLog.Calls,Changed
17,Package,android.provider,Changes,Classes,MediaStore,Changed
17,Package,android.provider,Changes,Classes,Settings.Secure,Changed
17,Package,android.provider,Changes,Classes,Settings.System,Changed
17,Package,android.renderscript,Changes,Classes,Script.FieldID,Added
17,Package,android.renderscript,Changes,Classes,Script.KernelID,Added
